,inducted,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp,seasons
339,1,2322,8199.0,1494.0,2468.0,495.0,12.0,521.0,1704.0,32.0,23.0,1667.0,1397.0,168.0,87.0,0.0,121.0,225.0,20
340,0,2298,8498.0,1320.0,2461.0,560.0,47.0,377.0,1518.0,94.0,60.0,801.0,1522.0,61.0,125.0,10.0,103.0,224.0,19
341,0,1942,7037.0,1109.0,2134.0,421.0,39.0,332.0,1287.0,106.0,37.0,737.0,894.0,91.0,48.0,9.0,82.0,195.0,18
342,0,2591,9157.0,1412.0,2591.0,596.0,68.0,354.0,1439.0,128.0,87.0,1155.0,1218.0,150.0,111.0,10.0,98.0,212.0,20
343,0,1716,5641.0,798.0,1509.0,293.0,19.0,189.0,877.0,20.0,23.0,760.0,1142.0,61.0,64.0,24.0,64.0,135.0,16
344,0,40,107.0,11.0,23.0,6.0,0.0,3.0,11.0,0.0,1.0,10.0,21.0,0.0,3.0,0.0,1.0,1.0,1
345,0,1082,3892.0,483.0,1112.0,222.0,8.0,80.0,481.0,20.0,19.0,266.0,295.0,23.0,58.0,42.0,44.0,138.0,13
346,0,1367,4928.0,748.0,1286.0,260.0,17.0,306.0,943.0,14.0,13.0,588.0,1313.0,31.0,52.0,0.0,36.0,144.0,14
347,0,1405,5066.0,690.0,1531.0,322.0,12.0,130.0,735.0,18.0,8.0,477.0,577.0,69.0,62.0,0.0,39.0,156.0,13
348,0,1975,7408.0,1249.0,2054.0,440.0,79.0,192.0,875.0,273.0,97.0,820.0,1201.0,34.0,72.0,55.0,68.0,151.0,16
349,0,2576,9217.0,1636.0,2689.0,467.0,27.0,509.0,1676.0,253.0,104.0,1475.0,1171.0,130.0,135.0,9.0,111.0,235.0,24
350,0,1434,5586.0,927.0,1747.0,370.0,52.0,229.0,936.0,95.0,31.0,403.0,554.0,54.0,59.0,5.0,63.0,129.0,15
351,0,2035,7283.0,1241.0,2038.0,483.0,18.0,473.0,1512.0,14.0,8.0,1109.0,1745.0,186.0,172.0,0.0,93.0,152.0,17
352,0,1152,3871.0,519.0,1017.0,216.0,17.0,126.0,555.0,107.0,30.0,303.0,707.0,20.0,80.0,39.0,36.0,74.0,13
353,0,1654,6024.0,913.0,1697.0,316.0,33.0,124.0,699.0,179.0,58.0,475.0,939.0,46.0,37.0,36.0,43.0,87.0,14
354,0,1559,4532.0,629.0,1188.0,233.0,11.0,251.0,824.0,6.0,9.0,527.0,1209.0,55.0,21.0,0.0,40.0,133.0,16
355,0,1847,6527.0,1121.0,1897.0,411.0,55.0,287.0,1078.0,109.0,45.0,1183.0,835.0,114.0,51.0,4.0,70.0,160.0,16
356,0,1652,5721.0,745.0,1576.0,301.0,22.0,186.0,756.0,23.0,18.0,450.0,861.0,22.0,24.0,36.0,47.0,140.0,16
357,0,1763,6487.0,984.0,1779.0,363.0,25.0,325.0,1072.0,46.0,26.0,597.0,1308.0,40.0,63.0,2.0,65.0,184.0,15
358,0,1621,5319.0,824.0,1479.0,340.0,23.0,233.0,865.0,148.0,43.0,601.0,1064.0,87.0,91.0,4.0,48.0,85.0,19
359,1,2671,9801.0,1662.0,2781.0,524.0,38.0,630.0,1836.0,184.0,69.0,1312.0,1779.0,246.0,81.0,8.0,102.0,199.0,23
360,0,2011,6858.0,1251.0,1949.0,437.0,25.0,393.0,1199.0,67.0,50.0,998.0,1729.0,91.0,49.0,10.0,65.0,122.0,19
361,0,1454,5188.0,759.0,1540.0,325.0,5.0,215.0,909.0,53.0,25.0,522.0,613.0,61.0,74.0,5.0,59.0,142.0,17
362,0,2085,7627.0,1030.0,2195.0,394.0,35.0,75.0,744.0,189.0,89.0,721.0,686.0,51.0,254.0,36.0,63.0,176.0,16
363,0,1311,5041.0,701.0,1414.0,232.0,20.0,35.0,392.0,123.0,45.0,376.0,418.0,3.0,143.0,106.0,39.0,88.0,11
364,0,2228,8640.0,1084.0,2529.0,522.0,36.0,287.0,1365.0,80.0,47.0,429.0,1224.0,104.0,8.0,13.0,87.0,197.0,17
365,0,1537,5410.0,889.0,1375.0,293.0,10.0,320.0,950.0,56.0,29.0,854.0,1377.0,40.0,46.0,0.0,45.0,138.0,13
366,0,1717,6186.0,863.0,1759.0,367.0,59.0,110.0,662.0,215.0,84.0,526.0,1010.0,23.0,53.0,58.0,55.0,98.0,15
367,0,1802,7052.0,946.0,2040.0,391.0,36.0,90.0,640.0,133.0,52.0,364.0,954.0,24.0,105.0,40.0,42.0,174.0,16
368,0,1971,6279.0,718.0,1579.0,270.0,34.0,80.0,607.0,102.0,53.0,634.0,1034.0,69.0,69.0,82.0,37.0,201.0,19
369,0,1720,6510.0,1001.0,1889.0,194.0,59.0,28.0,443.0,370.0,142.0,800.0,850.0,13.0,12.0,123.0,26.0,120.0,16
370,0,1601,5813.0,771.0,1619.0,394.0,7.0,223.0,952.0,30.0,14.0,548.0,817.0,45.0,52.0,1.0,84.0,170.0,13
