5055	-923
5255	-5221
56	-613
256	179
456	-3887
656	-1715
856	249
1056	393
1256	130
1456	-4282
1656	-2636
1856	-1949
2056	-3476
2256	-464
2456	-1038
2656	-1797
2856	83
3056	-2202
3256	-261
3656	-2634
3856	164
4056	-1124
4256	87
4456	-4127
4656	172
4856	347
5056	-989
5256	-2775
57	102
257	289
457	-3687
657	-3891
857	-2114
1057	-463
1257	30
1457	-2026
1657	1707
1857	-2523
2057	-1061
2257	-1683
2457	55
2657	-5937
2857	-3495
3057	-326
3257	-876
3457	-2516
3657	-696
3857	-1682
4057	-936
4257	-444
4457	-1933
4657	210
4857	-1
5057	-1692
5257	-22039
58	-441
258	-6
458	-859
658	236
858	-712
1058	-7239
1258	-1045
1458	-35191
1658	-1938
1858	-1398
2058	-1650
2258	-574
2458	-1399
2658	-1684
2858	-2861
3058	-332
3258	-1732
3458	-869
3658	457
3858	-1591
4058	-2733
4258	605
4658	-1301
4858	-908
5058	-1471
5258	-3038
59	-281
259	499
459	-1859
659	-2628
859	111
1059	-2442
1259	223
1459	-2430
1659	821
1859	569
2059	-11033
2259	-1275
2459	551
2659	-10099
2859	69
3059	454
3259	220
3459	-975
3659	-4564
3859	6
4059	-3708
4259	-43
4459	28
4659	148
4859	-1010
5059	-2739
5259	-2957
60	745
460	83
660	-9279
860	582
1060	-2905
1260	-784
1460	-123
1660	-5890
1860	773
2060	-3409
2260	-1024
2460	-203
2660	-4151
2860	-1108
3060	-410
3260	292
3460	-1579
3660	-369
3860	100
4060	-2798
4260	-6106
4460	-1733
4660	327
5060	39
5260	-9517
61	-240
261	628
461	-27
661	-2031
861	-4145
1061	-5721
1261	-661
1461	-523
1661	-8584
1861	-407
2061	-315
2261	-560
2461	-3326
2661	-288
2861	-844
3061	-840
3261	150
3461	-1914
3661	-516
3861	2
4061	-2486
4261	-37157
4461	-3274
4661	250
4861	726
5061	-930
5261	-216
62	-6489
262	1010
462	200
662	-885
862	341
1062	-476
1262	266
1462	-240
1662	55
1862	-3036
2062	-7920
2262	-1357
2462	186
2662	-25389
2862	-1609
3062	-1150
3262	475
3462	-14
3662	-78
3862	-165
4062	-2273
4262	-7556
4462	-481
4662	-718
4862	-1260
5062	-3400
5262	-6274
63	-568
263	475
463	635
663	-2827
863	1041
1063	321
1263	-1549
1463	428
1663	85
1863	-10931
2063	-5887
2263	-537
2463	1155
2663	-1881
2863	592
3063	275
3263	-43
3463	-6277
3663	149
3863	152
4063	378
4263	-500
4463	-3042
4663	-707
5063	478
5263	-20088
64	-15457
464	-2803
664	-3057
864	86
1064	97
1264	-1181
1464	-543
1664	-599
1864	-3780
2064	747
2264	-1346
2464	623
2664	380
2864	-7213
3064	-570
3264	-2360
3464	-958
3664	-1550
3864	-994
4064	-1731
4264	-7820
4464	-8722
4664	784
4864	269
5064	-1098
5264	-7405
65	-1485
265	-1515
465	-592
665	206
865	96
1065	-280
1265	-1328
1465	-4160
1665	-11451
1865	-1659
2065	-68
2265	-902
2465	-1334
2665	-2831
2865	-1874
3065	-498
3265	-4595
3465	-765
3665	178
3865	239
4065	425
4265	-3339
4465	-3050
4665	-2338
4865	618
5065	-24
5265	-6541
66	-3336
266	-707
466	-619
666	-1082
866	-232
1066	218
1266	2418
1466	-1263
1666	-4519
1866	-852
2066	601
2266	-1470
2466	-864
2666	-3191
2866	-606
3066	-2118
3266	276
3466	-8439
3666	169
3866	-119
4066	-606
4266	-375
4466	-3674
4666	314
4866	701
5066	-3961
5266	-3931
67	-341
267	338
467	-535
667	-4411
867	77
1067	463
1267	-46
1467	-2170
1667	901
1867	-1682
2067	184
2267	-911
2467	-606
2667	-8091
2867	-1839
3067	-2520
3267	499
3667	-305
3867	-1309
4067	29
4267	-158
4467	-1225
4667	-2872
4867	1166
5067	-637
5267	-6599
68	252
468	-1109
668	-2520
868	-182
1068	499
1268	266
1468	-2157
1668	-26537
1868	-253
2068	-1747
2268	-1665
2468	433
2668	-1126
2868	499
3068	-1145
3268	79
3468	117
3668	367
3868	359
4068	-454
4268	-1879
4468	619
4668	-3543
4868	661
5068	-1319
5268	-3455
69	-2507
269	-2306
469	-287
669	-1954
869	363
1069	111
1269	-1227
1469	-1975
1669	-1420
1869	-1212
2069	-3276
2269	-1769
2469	168
2669	-7026
2869	-5611
3069	-928
3269	1076
3469	-67
3669	-656
3869	-3283
4069	-15282
4269	-2109
4469	153
4669	-269
4869	569
5069	-2363
5269	-6018
70	-637
270	-1263
470	-748
670	-716
870	1444
1070	567
1270	-992
1470	-1218
1670	-7897
1870	-565
2070	-1347
2270	-1018
2470	520
2670	-1815
2870	10
3070	-718
3270	597
3470	-611
3670	413
3870	-130
4070	-2258
4270	-6135
4470	-1841
4670	-3958
4870	-1020
5070	-817
5270	141
71	-52
271	-1369
471	-321
671	-384
871	355
1071	-959
1271	384
1471	-869
1671	-2300
1871	-4885
2071	-1128
2271	-33
2471	623
2671	-292
2871	201
3071	-997
3271	587
3471	-1064
3671	-1296
3871	-559
4071	-25
4271	402
4471	-5049
4671	-767
4871	1131
5071	-7197
5271	-961
72	-59
472	-1064
672	-607
872	1111
1072	576
1272	-1953
1472	-4751
1672	-598
1872	-1016
2072	-1309
2272	-449
2472	181
2672	-760
2872	-31
3072	-617
3272	859
3472	-2126
3672	292
3872	-217
4072	-1165
4272	-2258
4472	242
4672	-19911
4872	-9683
5072	-943
5272	1433
73	-2439
273	-7809
473	-1342
673	-2043
873	1366
1073	-4793
1273	-2435
1473	434
1673	-2339
1873	-1116
2073	628
2273	-1622
2473	-527
2673	-345
2873	135
3073	-2011
3273	-508
3473	-250
3673	-139
3873	2431
4073	-1674
4273	-746
4473	-600
4673	-3597
4873	-149
5073	-734
5273	-4455
74	-16875
274	-3551
474	-2432
674	-805
874	92
1074	205
1274	-1326
1474	-41
1674	-1921
1874	-3596
2274	-1271
2474	-2076
2674	-4944
2874	361
3074	-2773
3274	609
3474	-3553
3674	445
3874	-2930
4074	-6025
4274	180
4474	70
4674	133
4874	-157
5074	151
5274	-10281
75	-3513
275	-497
475	390
675	-847
875	-234
1075	-690
1275	-3857
1475	-386
1675	-921
1875	-3126
2075	-86
2275	-1258
2475	-336
2675	-3435
2875	778
3075	-1106
3275	645
3475	-1756
3675	-1756
3875	-5703
4075	-174
4275	-828
4475	-978
4675	266
4875	-6907
5075	-1001
5275	544
76	-39
276	-228
476	242
676	-2053
876	221
1076	-1269
1276	-5631
1476	-1753
1676	-2544
1876	-5985
2076	-2144
2276	-1482
2476	644
2676	-284
2876	-1047
3076	-113
3276	305
3476	-1098
3676	-4135
3876	-4113
4076	-1980
4276	-1723
4476	-31
4676	-2327
4876	-1422
5076	-1557
5276	-2409
77	387
277	443
477	701
677	-4214
877	69
1077	-1048
1277	-2512
1477	-554
1677	-10983
1877	-3221
2077	-1569
2477	-1010
2677	-554
2877	1003
3077	-2248
3277	471
3477	8
3677	-529
3877	-1637
4077	-889
4277	-241
4477	-667
4677	723
4877	-880
5077	-1501
5277	-2009
78	-3312
278	-727
478	-1259
678	343
878	-633
1078	-760
1278	-1126
1478	418
1678	-5281
1878	296
2078	-504
2278	-357
2478	-271
2678	1053
2878	-977
3078	-934
3278	455
3478	-959
3678	-201
3878	-4921
4078	-5383
4278	-1576
4478	-267
4678	433
4878	-989
5078	-1473
5278	-1419
79	-1778
279	42
479	-72
679	-1130
879	-147
1279	-273
1479	94
1679	-4168
1879	-11221
2079	267
2279	-42
2479	-1045
2679	-782
3079	-1663
3279	583
3479	425
3679	-1224
3879	-13617
4079	-1001
4279	-9754
4679	-51484
4879	-3188
5079	16
5279	-9245
80	29
280	-118
480	-108
680	-4635
880	479
1080	-8826
1280	-3316
1480	-89
1680	-30169
1880	-403
2080	-4773
2280	-1818
2480	177
2680	-5678
2880	368
3080	-231
3280	595
3480	198
3680	-205
3880	-4229
4280	-2413
4480	-3129
4680	160
4880	-3120
5280	-4527
81	-6476
281	-1764
481	449
681	-1835
881	438
1081	-1146
1281	-296
1481	-1036
1681	-30
1881	-577
2081	-81
2281	-1500
2481	-3049
2681	-2029
2881	-4727
3081	98
3281	-1079
3481	-2538
3681	320
3881	-872
4081	-83
4281	-12976
4481	-2301
4681	-434
4881	174
5081	129
82	-5220
282	-10148
482	190
682	-731
882	220
1082	104
1282	-386
1482	208
1682	153
1882	-345
2082	-270
2282	-1170
2482	257
2682	-2271
2882	-3572
3082	-7
3282	559
3482	-6629
3682	-7274
3882	-3789
4082	-41
4282	-1773
4482	-3974
4682	608
4882	-116
5082	-205
83	-1418
283	-4048
483	-8395
683	-3703
883	-3750
1083	-11440
1283	-3373
1483	-1857
1683	-1414
1883	-2918
2083	-1817
2283	-146
2483	-910
2683	-2176
2883	53
3083	327
3283	-447
3483	-1074
3683	-728
3883	-6208
4083	-1030
4283	-1586
4483	-6715
4683	-323
4883	-2003
5083	-33
84	-4442
284	-7605
484	-12100
684	385
884	-106
1084	-2448
1284	-4002
1484	-2560
1684	-107
1884	-1862
2084	-6986
2284	102
2484	643
2684	-7971
2884	442
3084	-431
3284	-1376
3484	-675
3684	-103
3884	-1903
4084	716
4284	-2813
4484	-4244
4684	-749
4884	-2677
85	-1000
285	-3942
485	-1241
685	-450
885	-1987
1085	-21850
1285	-2545
1485	-2039
1685	-4877
1885	-2350
2085	-3683
2285	-586
2485	-3528
2685	528
2885	-54
3085	175
3285	-3215
3485	-451
3885	-26489
4285	-5009
4485	-1245
4685	1075
4885	-642
5085	-2992
86	184
286	-1974
486	-1191
686	-2889
886	-1308
1086	214
1286	-34
1486	-4644
1686	-3334
1886	-954
2086	-708
2286	-1913
2486	-565
2686	-5438
2886	-130
3086	-1937
3286	-818
3486	371
3686	-1110
3886	-3352
4086	-4823
4286	-472
4486	-360
4686	386
4886	-2447
5086	-6815
87	-656426
287	67
487	-2153
687	257
887	-3985
1087	-2006
1287	-3626
1487	104
1687	-2460
1887	-368
2087	112
2287	-6182
2487	-2038
2687	-23752
2887	-232
3087	650
3287	-2853
3487	-261
3687	-1604
3887	-5062
4087	-1776
4287	-3260
4487	212
4687	-3154
4887	18
5087	-2111
88	-2325
288	-3422
488	-7463
688	-850
888	-1958
1088	-8083
1288	-266
1488	670
1688	-7760
1888	-277
2288	-1126
2488	-2046
2688	-779
2888	-1522
3088	-833
3288	418
3488	-334
3688	-269
3888	-4510
4088	-1548
4288	-2240
4488	-457
4888	-5518
5088	393
89	-286
289	68
489	505
689	-5366
889	-861
1089	-1393
1289	-3322
1489	-11130
1689	-23629
1889	-6975
2089	1324
2289	-574
2489	129
2689	-19626
2889	-135
3089	-888
3289	-339
3489	-342
3689	498
3889	-7526
4089	-1727
4289	-12614
4489	-63
4689	-455
4889	64
5089	-4203
90	-2878
290	-148
490	-4128
690	-955
890	-61
1090	-10562
1290	-2900
1490	-4043
1690	765
1890	-1323
2090	-980
2290	-406
2490	-2688
2690	-790
2890	595
3090	-940
3290	-296
3490	-1481
3690	-539
3890	-1443
4090	-2961
4290	581
4490	139
4690	-47
4890	1335
5090	-930
91	-100
291	-1325
491	-896
691	-2044
891	-548
1091	25
1291	-1701
1491	-1980
1691	-1067
1891	-313
2291	-1231
2491	-1083
2691	421
2891	-606
3091	-838
3291	-1612
3491	401
3691	-4460
3891	-3791
4091	-1830
4291	-283
4491	-608
4691	654
4891	-161
5091	-1114
92	-2208
292	-2922
492	-2082
692	-1265
892	-1406
1092	-1979
1292	-1098
1492	-852
1692	-15953
1892	-347
2092	-3447
2292	-1353
2492	-894
2692	-716
2892	-1117
3092	-6777
3292	211
3492	149
3692	-1238
3892	-3512
4092	-2668
4292	462
4492	137
4692	551
4892	-2713
5092	-309
93	-20531
293	-4220
493	-1529
693	-819
893	79
1093	-1726
1293	-2008
1493	-1957
1693	-471
1893	-3129
2093	-1695
2293	-41
2493	-637
2693	176
3093	673
3293	-189
3493	-1759
3693	166
3893	-4340
4093	-442
4293	-1512
4493	-90
4693	-538
4893	139
5093	-622
94	463
294	-1119
494	272
694	-978
894	-1428
1094	-2346
1294	-754
1494	646
1694	-23888
1894	-4055
2094	-1142
2294	-5584
2494	-1458
2694	-2997
2894	1182
3094	-3688
3294	-3251
3494	-2880
3694	-1288
3894	1175
4094	-1924
4294	-1490
4694	-567
4894	-1056
5094	-6100
95	3158
295	-2198
495	-1921
695	-6404
895	380
1095	-5751
1295	-2689
1495	-1562
1695	-6947
2095	-77
2295	-947
2495	-4918
2695	-303
2895	-2127
3095	-299
3295	-2758
3495	-799
3695	-17
3895	-4596
4095	-3380
4295	-11402
4495	-761
4695	-1779
4895	501
5095	-2766
96	-7233
496	-551
696	-2663
896	-527
1096	-1579
1296	-1172
1496	201
1696	-1169
1896	-988
2096	-1329
2296	-821
2496	-18445
2696	-4004
2896	-2011
3096	-2100
3296	272
3496	-1530
3696	-1303
3896	-4755
4096	-3401
4296	-5236
4496	-1721
4696	-1106
4896	-1101
5096	-692
97	-1574
297	-595
497	238
697	-863
897	-2902
1097	169
1297	-304
1497	-4059
1697	-1753
1897	-8408
2097	-438
2297	-172
2497	9
2697	-760
2897	-1608
3097	-1042
3297	427
3497	-377
3697	108
3897	-565
4097	-1090
4297	-2300
4497	559
4697	-514
4897	-544
5097	-1618
98	-5478
298	-1315
498	-2707
698	-896
898	-844
1098	595
1298	-1786
1498	-353
1698	-2169
1898	-1188
2098	281
2298	-1706
2498	-615
2698	-5464
2898	-3661
3098	41
3298	-10431
3498	148
3698	-2484
3898	-2574
4098	214
4298	-4129
4498	530
4698	424
4898	-954
5098	-281
99	-818
299	278
499	-980
699	1048
899	-105
1099	-22488
1299	-340
1499	430
1699	355
1899	-206
2099	327
2299	599
2499	-2837
2699	-5041
2899	-1216
3099	-707
3299	382
3499	-1846
3699	492
3899	749
4099	-2157
4299	-3778
4499	-986
4699	418
4899	835
5099	-2451
100	-1574
300	-2527
500	-1209
900	-388
1100	-742
1300	-582
1500	-5598
1700	-512
1900	-1625
2100	-605
2300	-1920
2500	-4408
2700	-3237
2900	542
3100	-874
3300	-1024
3500	-2269
3700	-2629
3900	-195
4100	-331
4300	-1672
4500	-2556
4700	416
4900	-33
5100	-3013
101	-5957
301	680
501	-17576
701	111
901	-373
1101	-8710
1301	-10184
1501	-2143
1701	628
1901	389
2101	-1236
2301	-2228
2501	7018
2701	-94
2901	-3993
3101	-2095
3301	-1349
3501	-773
3701	288
3901	-3966
4101	-3946
4301	-1720
4501	-2057
4701	163
4901	-1128
5101	-1592
102	-1853
302	-576
502	-4723
702	-420
902	-563
1102	-541
1302	-1324
1502	-4486
1702	426
1902	-1837
2102	381
2302	-68
2502	-3531
2702	257
2902	-2941
3102	837
3302	-710
3502	-1136
3702	-15195
3902	229
4102	-5531
4302	-6932
4502	-1091
4702	1161
4902	21
5102	-5841
103	-1249
303	1182
503	1638
703	-526
903	-287
1103	-1479
1303	358
1503	-2059
1703	-2650
1903	-773
2103	-1218
2303	468
2503	-1594
2703	-6916
2903	-1384
3103	16
3303	-125
3503	-9169
3703	-1539
3903	-1414
4103	-5947
4303	255
4503	354
4703	-370
4903	-2417
5103	-835
104	-668
304	-6102
504	-745
704	-858
904	-18
1104	48
1304	118
1504	623
1704	-1408
1904	-10345
2104	-4623
2304	138
2504	-7046
2704	-1764
2904	-23678
3104	380
3304	704
3504	-1567
3904	-9408
4104	-17651
4304	510
4704	210
4904	474
5104	-1620
105	-3555
305	685
505	-1038
705	-1554
905	318
1105	-161
1305	-997
1505	-2462
1705	-3805
1905	-2861
2105	-1335
2305	-915
2505	-6423
2705	-2650
2905	-4160
3105	-171
3305	-10752
3505	-1267
3705	376
3905	-1553
4105	506
4305	-1101
4505	-3635
4705	-385
4905	210
5105	-4560
106	-7778
306	460
506	-2225
706	427
906	-985
1106	-3118
1306	-1816
1506	-1951
1706	-9068
1906	-5323
2106	-1047
2306	173
2506	37
2706	-851
2906	-497
3106	-587
3306	-3017
3506	-2784
3706	-2491
3906	-2312
4106	-2172
4306	138
4506	-1875
4706	209
4906	-790
5106	-3625
107	-1326
307	854
507	-609
907	217
1107	-1789
1307	-1069
1507	-4224
1707	-1247
1907	-853
2107	-4957
2307	435
2507	-18823
2707	92
2907	-811
3107	-2576
3307	-6645
3507	-1017
3707	-805
3907	-1737
4107	200
4307	-1970
4507	284
4707	-4937
4907	-1411
5107	-1741
108	-3547
308	630
508	514
708	-2128
908	194
1108	-1847
1308	146
1508	-350
1708	-1003
1908	255
2108	-800
2308	515
2508	-8327
2708	-1140
2908	-2187
3108	-348
3308	-876
3508	751
3708	-1194
3908	-400
4108	109
4308	-5850
4508	-919
4708	-1291
4908	-1113
5108	355
109	-2131
309	682
509	724
709	-1948
909	-2897
1109	-861
1309	-472
1509	561
1709	59
1909	181
2109	-94
2309	23
2509	-5348
2709	-874
2909	244
3109	561
3309	-563
3509	-74
3709	445
3909	-1702
4109	-300
4309	-2139
4509	1250
4709	62
4909	-1055
5109	-17
110	-8425
310	-2812
510	316
710	-179
910	-7181
1110	922
1310	229
1510	-3618
1710	-278
1910	-4211
2110	389
2310	-278
2510	-2417
2710	-2001
2910	478
3110	635
3310	-48
3510	-1420
3710	-402
3910	-5190
4110	-3202
4310	241
4510	546
4710	193
4910	-3395
5110	-2681
111	-1921
311	-38
711	-2596
911	339
1311	-434
1511	-3534
1711	-1680
1911	900
2111	-1009
2311	-684
2511	-321
2711	-12510
2911	271
3111	-53
3311	-4233
3511	-776
3711	508
3911	-1410
4111	147
4311	-2780
4511	-1319
4711	396
4911	-1018
5111	511
112	-936
312	9
512	-1096
712	144
912	-700
1112	-900
1312	-1786
1512	-2426
1712	428
1912	-1994
2112	-1382
2312	-151
2512	-770
2712	-188
2912	74
3112	-1971
3312	29
3512	471
3712	-325
3912	405
4112	-4184
4312	741
4512	224
4712	-674
4912	172
5112	-2496
113	-22630
313	-1253
513	-755
713	-4574
913	-4704
1113	-19546
1313	-6893
1513	-2668
1713	-656
1913	-9162
2113	666
2313	-542
2513	-1435
2913	-870
3113	-368
3313	-879
3513	-1538
3713	-25
3913	-7123
4113	-4681
4313	-9473
4513	-977
4713	-1091
4913	564
5113	-3804
114	-15872
314	462
514	-137
714	-708
914	-2634
1114	-31628
1314	181
1514	-685
1714	-1410
1914	-3331
2114	-75
2314	-1220
2514	-11869
2714	-2144
3114	-301
3314	-3428
3514	-140
3714	-1640
3914	-1833
4114	-3058
4314	-3726
4514	449
4714	754
4914	-28
5114	-2839
115	340
315	558
515	-953
715	-81
915	-1964
1115	-363
1315	149
1515	-2565
1715	214
1915	-2948
2115	160
2315	529
2515	-2453
2715	-1887
2915	68
3115	-5986
3315	-1366
3515	213
3715	182
3915	-4107
4115	-7373
4315	-1548
4515	-312
4715	388
4915	205
5115	-1050
116	-3734
316	549
516	-397
716	-1744
916	-1506
1116	-538
1516	-2854
1716	-1538
1916	-1381
2116	-368
2316	69
2516	-13083
2716	-1503
2916	-2326
3116	-1238
3316	-612
3516	-1169
3716	-90
3916	-2025
4116	-1574
4316	-1128
4716	-535
4916	-1119
5116	-75
117	-6994
317	804
517	178
717	-16
917	-876
1117	-661
1317	931
1517	-1923
1717	559
1917	-1685
2117	256
2317	157
2517	-843
2717	-527
2917	-6546
3117	-677
3317	-293
3517	-905
3717	107
3917	-6011
4117	-894
4317	202
4517	92
4717	-15540
4917	-1986
5117	-1890
118	71
318	972
518	-4493
718	-210
918	-5131
1118	-1667
1318	-1360
1518	-2882
1718	-171
1918	-33076
2118	1962
2318	253
2518	-2637
2718	470
2918	-292
3118	419
3318	-913
3518	-16575
3718	-1182
3918	-5465
4118	-8051
4318	-778
4518	-8023
4718	-492
4918	805
5118	305
119	-2486
319	-705
519	627
719	-172
919	-3699
1119	-909
1319	-3112
1519	434
1719	-11880
2119	-1162
2319	-635
2519	-2338
2719	-4667
2919	-7294
3319	-931
3519	-710
3719	-919
3919	-679
